AERONET_Database_Site_List,Num=2,Date_Generated=20:10:2016
Site_Name,Longitude(decimal_degrees),Latitude(decimal_degrees),Elevation(meters)
Puspiptek,106.664383,-6.355600,15.000000
Burjassot,-0.418000,39.508000,30.000000
Dilar,-3.384722,37.064167,2896.000000
La_Laguna,-16.321111,28.481944,568.000000
Mount_Gibbes,-82.293000,35.783000,2006.000000
LA-TM,119.440000,30.324000,439.000000
Bucharest_Inoe,26.029722,44.348056,93.000000
Calipso_Strasburg,-76.219300,39.934467,131.000000
Calipso_Prt_Deposit,-76.116367,39.604000,4.000000
Calipso_Price,-75.959017,39.097367,5.000000
Calipso_West_Denton,-75.894331,38.914961,15.000000
Calipso_Brookview,-75.794308,38.576022,0.000000
Calipso_Mardela_Spr,-75.747950,38.469083,8.000000
Calipso_Princess_An,-75.684890,38.213220,4.000000
Calipso_Ninetown_Rd,-75.910000,38.964983,12.000000
Calipso_Poplar_Tree,-77.414233,38.863400,93.000000
Calipso_Sterling_PO,-77.457567,39.001200,70.000000
Calipso_Ashburn,-77.476167,39.065900,114.000000
Calipso_Peckman_Frm,-77.750033,39.938633,189.000000
OBERNAI,7.542500,48.442778,161.000000
Calipso_Zion,-76.199000,39.932389,120.000000
Calipso_Perryville,-76.072656,39.560672,16.000000
Calipso_Kennedyvill,-75.991983,39.305500,17.000000
Calipso_Pine_Cove,-75.969347,39.238669,7.000000
Calipso_Bowers_Rd,-75.955397,39.193347,14.000000
Calipso_Ridgely,-75.881500,38.948630,15.000000
Calipso_WofDenton,-75.862416,38.898850,14.000000
Calipso_WillistonLk,-75.846300,38.828930,5.000000
Calipso_Harrison_Rd,-75.771000,38.631950,21.000000
Calipso_NUFerry_Rd,-75.690760,38.345570,3.000000
Silpakorn_Univ,100.041183,13.819308,72.000000
Chiang_Mai_Met_Sta,98.972467,18.771125,312.000000
Songkhla_Met_Sta,100.604583,7.184387,15.000000
Calipso_Belmont_Scl,-77.489763,39.089278,94.000000
Calipso_Fincastle,-77.475350,39.050183,81.000000
Calipso_Braddock_Rd,-77.408287,38.827030,110.000000
Calipso_Kinchaloe,-77.390121,38.755423,46.000000
Calipso_W_Strasburg,-76.231117,39.946550,113.000000
Calipso_Church_Hill,-75.981717,39.147466,14.000000
Calipso_Tuckahoe,-75.932939,38.979173,6.000000
Calipso_Washtn_High,-75.686733,38.180050,1.000000
Calipso_W_Mardela,-75.774633,38.460833,6.000000
Calipso_Cooper_Rd,-75.731586,38.325469,3.000000
Calipso_Loudon_Rd,-77.788517,39.938933,201.000000
Calipso_Sanders_ES,-77.510017,39.038485,99.000000
Calipso_Westfield_H,-77.464783,38.887517,88.000000
Calipso_Ormand_MS,-77.454630,38.855649,76.000000
Hotan,79.933333,37.133333,1374.700000
HAMI,93.516667,42.816667,738.800000
Hangzhou-ZFU,119.727417,30.257233,14.000000
Calipso_Flat_Iron,-75.998673,39.110825,19.000000
Calipso_White_Marsh,-75.988634,39.075915,13.000000
Calipso_Crouse_Mill,-75.951630,38.958531,15.000000
Calipso_Hillsboro,-75.939151,38.915783,5.000000
Calipso_Hurlock,-75.846240,38.619160,8.000000
Calipso_Vienna,-75.816541,38.493536,0.000000
Gual_Pahari,77.150000,28.426390,384.000000
Yaqui,-109.912000,27.280833,40.000000
Abisko,18.817000,68.350000,390.000000
Calipso_Signal_Hill,-77.440433,38.752983,87.000000
Ragged_Point,-59.432035,13.165018,40.000000
Issyk-Kul,76.983056,42.622778,1650.000000
Calipso_Morgnec_Rd,-76.030740,39.235670,0.000000
Calipso_Church_H_Rd,-75.999167,39.132667,15.000000
Calipso_Dean_Rd,-75.957500,39.002750,11.000000
Calipso_Hillsboro_E,-75.932533,38.916900,12.000000
Black_Forest_AMF,8.396867,48.540050,511.000000
Autilla,-4.603056,41.997222,873.000000
Suffield,-111.130771,50.281550,761.772000
Kirtland_AFB,-106.507403,34.950810,1711.312000
CRPSM_Malindi,40.194500,-2.996000,12.000000
Leicester,-1.122310,52.619310,89.000000
Hangzhou_City,120.156917,30.289633,30.000000
South_Pole_Obs_NOAA,70.300000,-89.996430,2850.000000
EIM-Sindos,22.799667,40.689717,12.000000
Marambio,-56.625244,-64.239996,200.000000
Urumqi,87.568900,43.871390,767.400000
Le_Fauga,1.284600,43.384230,193.000000
Sinhgad,73.750000,18.366667,1450.000000
Trivandrum,76.866667,8.533333,0.000000
Ahmedabad,72.516667,23.016667,55.000000
Zinder_DMN,8.984100,13.775417,460.000000
Yellowknife,-114.407150,62.452433,201.000000
Iqaluit,-68.542997,63.747575,15.000000
Kandahar,65.847778,31.508611,1007.000000
Kangerlussuaq,-50.621400,66.995800,320.000000
Ponmudi,77.116014,8.757728,879.000000
Jingtai,104.100000,37.333333,1604.000000
Zhangye,100.275556,39.078889,1461.000000
Vishkhapatnam,83.326933,17.723950,30.000000
UAHuntsville,-86.644730,34.725330,223.000000
Nainital,79.458270,29.358830,1939.000000
Pantnagar,79.520889,29.046339,241.000000
Bareilly,79.436960,28.389960,169.000000
Mobile_N_050608,80.439070,26.506240,103.000000
Mobile_C_050608,80.488590,26.302890,103.000000
Mobile_S_050608,80.532820,26.125130,103.000000
Hand_N_050608,80.483710,26.325340,103.000000
Hand_S_050608,80.492658,26.285554,103.000000
Hand_E_050608,80.513650,26.310560,103.000000
Hand_W_050608,80.463120,26.302580,103.000000
Bushland,-102.093840,35.186780,1168.000000
Mobile_Kanpur_West,80.123238,26.419177,130.000000
Mobile_Kanpur_East,80.439397,26.458519,115.000000
Chitrakoot,80.855180,25.147880,167.000000
Hand_Kanpur_North,80.312084,26.498573,127.000000
Hand_Kanpur_South,80.317334,26.410696,129.000000
Hand_Kanpur_RR,80.350620,26.455467,128.000000
Hand_Kanpur_Panki,80.256383,26.478837,128.000000
Mobile_DDun_051308W,77.948764,30.234656,706.000000
Mobile_N_051308W,78.777620,26.994310,139.000000
Mobile_S_051308W,78.869934,26.636032,142.000000
Mobile_N_051508E,81.928933,26.773544,100.000000
Mobile_S_051508E,82.061369,26.242848,90.000000
Mobile_N_052208,80.464300,26.509870,127.000000
Mobile_C_052208,80.514990,26.310690,101.000000
Mobile_S_052208,80.562140,26.115650,127.000000
Hand_N_052208,80.509415,26.330975,127.000000
Hand_E_052208,80.535750,26.311853,127.000000
Hand_W_052208,80.490139,26.305433,127.000000
Hand_S_052208,80.519205,26.285554,127.000000
Saint_Mandrier,5.944167,43.066944,44.000000
Bozeman,-111.045013,45.662204,1507.000000
Mobile_S_052908W,78.898900,26.663700,147.000000
Mobile_N_052908W,78.826600,26.952400,156.000000
Mobile_Kanpur_South,80.300721,26.352916,128.000000
Mobile_Kanpur_SE,80.418110,26.378525,128.000000
Mobile_N_053108E,81.970210,26.768740,106.000000
Mobile_S_053108E,82.106651,26.216392,0.000000
Mobile_Kanpur_W2,80.121720,26.418500,130.000000
Mobile_N_060708,80.505745,26.530687,174.000000
Mobile_C_060708,80.526795,26.449369,155.000000
Mobile_S_060708,80.610912,26.105807,142.000000
Hand_N_060708,80.521825,26.471783,170.000000
Hand_W_060708,80.503528,26.444729,170.000000
Hand_E_060708,80.550952,26.454992,170.000000
Hand_S_060708,80.532308,26.427958,170.000000
Kanzelhohe_Obs,13.907000,46.678000,1526.000000
Valladolid_Sci,-4.714800,41.656200,701.000000
Ersa,9.359289,43.003669,80.000000
Mobile_N_061408W,78.857800,26.927970,154.000000
Mobile_S_061408W,78.918800,26.683150,149.000000
Mobile_N_061608E,81.981180,26.769850,85.000000
Mobile_S_061608E,82.096560,26.305600,76.000000
Mobile_N_062308,80.478321,26.513011,126.000000
Mobile_C_062308,80.529580,26.307090,117.000000
Mobile_S_062308,80.570527,26.147783,122.000000
Hand_N_062308,80.472744,26.534002,128.000000
Hand_E_062308,80.502767,26.517783,125.000000
Hand_S_062308,80.483767,26.491036,127.000000
Hand_W_062308,80.453910,26.508091,124.000000
Kanpur_Central_RR,80.350620,26.455467,128.000000
Panki_Powerplant,80.256383,26.478837,128.000000
Baneasa,26.077806,44.511333,127.000000
Helsinki,24.960650,60.203733,52.800000
Paposo,-70.450111,-25.007167,0.000000
Iquique,-70.180000,-20.535200,0.000000
Kaiping,112.538600,22.315200,51.000000
Camaguey,-77.849900,21.422300,122.000000
El_Segundo,-118.382300,33.912500,25.000000
Dayton,-84.109618,39.775977,243.000000
Arcachon,-1.163222,44.663528,11.000000
Wytham_Woods,-1.332500,51.770278,160.000000
Zhongshan_Univ,113.390000,23.060000,27.000000
Vechernaya_Hill,46.158000,-67.660000,80.000000
Manila_Observatory,121.077840,14.635250,63.000000
Mobile_N_011509_ND,76.919330,28.421230,221.000000
Mobile_S_011509_ND,76.939550,28.348240,250.000000
Ubon_Ratchathani,104.871011,15.245518,120.000000
Malaga,-4.477500,36.715000,40.000000
Shouxian,116.781950,32.558383,22.700000
Seysses,1.259722,43.503333,179.000000
Oukaimeden,-7.881111,31.214444,2700.000000
IIT_KGP_EXT_Kolkata,88.418000,22.574000,10.000000
Utsteinen,23.333333,-71.950000,1396.000000
Jaipur,75.806217,26.905817,450.000000
Hetauda,85.030933,27.428350,465.000000
Dhulikel,85.554050,27.620467,1568.000000
Regina,-104.713000,50.205000,0.000000
Yellowknife_Aurora,-114.376250,62.451300,220.800000
Langtang,85.492517,28.012233,3670.000000
Kuwait_Airport,47.972000,29.242000,56.000000
Lanzhou_City,103.853400,36.048050,1516.000000
Graciosa,-28.029722,39.091111,15.240000
Birkenes,8.252310,58.388450,230.000000
Bandung,107.610000,-6.888417,826.000000
Zinder_Airport,8.990233,13.776683,456.000000
NEON-Table_Mountain,-105.237000,40.125000,1689.000000
Kathmandu_Univ,85.538333,27.601067,1510.000000
LISCO,-73.341767,40.954517,12.000000
UMBC,-76.709353,39.254628,79.000000
SAGRES,-8.873517,37.047706,26.000000
Univ_of_Lethbridge,-112.868967,49.681672,737.000000
Easton_Airport,-76.072570,38.807450,15.000000
Tuz_Golu,33.336111,38.749444,907.000000
Kelowna_UAS,-119.400111,49.941294,456.000000
NCAR,-105.242770,40.037530,1601.000000
Eforie,28.632222,44.075000,40.000000
IASBS,48.507111,36.705167,1805.000000
QOMS_CAS,86.948056,28.365000,4276.000000
Buesum,8.878797,54.132250,7.000000
TUBITAK_UZAY_Ankara,32.778000,39.891000,924.000000
Ittoqqortoormiit,-21.951200,70.484800,68.000000
Lucinda,146.386100,-18.519800,8.000000
Salon_de_Provence,5.120278,43.605556,60.000000
Zhongshan,113.383333,22.515833,39.000000
ND_Marbel_Univ,124.842531,6.496011,70.000000
WaveCIS_Site_CSI_6,-90.483333,28.866667,32.660000
Goldstone,-116.791667,35.233333,1100.000000
Tinian,145.627597,15.073969,18.000000
Pokhara,83.971467,28.150817,807.000000
Apra_Harbor,144.663103,13.420442,10.000000
Pagan,145.762317,18.123483,15.000000
Baengnyeong,124.630278,37.966111,136.000000
Red_River_Delta,106.127700,20.728530,4.000000
Huelva,-6.568700,37.016300,25.000000
Brisbane-Uni_of_QLD,153.013611,-27.497083,42.000000
Sable_Island,-60.010000,43.933000,3.000000
LSU,-91.183883,30.406778,15.000000
CalTech,-118.126167,34.136730,260.000000
Fontana,117.493944,34.100035,362.000000
Cayenne,-52.321944,4.940278,20.000000
Bach_Long_Vy,107.733339,20.133321,5.000000
Yuma,-114.582780,32.644138,63.000000
CUT-TEPAK,33.042750,34.674806,22.000000
McClellan_AFB,-121.399444,38.667777,20.000000
Tiksi,128.921417,71.586917,0.000000
Dushanbe,68.857911,38.553264,821.000000
Appalachian_State,-81.693800,36.214600,1080.000000
Aubiere_LAMP,3.111072,45.760960,423.000000
Frioul,5.293333,43.266111,40.000000
Manus,147.425000,-2.060000,4.000000
ARM_Darwin,130.891000,-12.425000,29.900000
CLUJ_UBB,23.551389,46.768333,405.000000
Lugansk,39.364720,48.570400,90.000000
DRAGON_CHASE,-77.080002,38.978612,120.000000
DRAGON_RCKMD,-77.096220,39.065560,100.000000
DRAGON_OLNES,-77.068267,39.149148,180.000000
DRAGON_SPBRK,-77.005800,39.058100,110.000000
DRAGON_TKMPR,-76.997222,38.995278,90.000000
DRAGON_CLLGP,-76.908600,38.991100,65.000000
DRAGON_LAREL,-76.855000,39.080800,65.000000
DRAGON_LAUMD,-76.859200,39.142800,112.000000
DRAGON_BOWEM,-76.750600,38.974700,40.000000
DRAGON_ARNCC,-76.720800,39.158900,50.000000
DRAGON_ANNEA,-76.624700,39.164700,30.000000
DRAGON_CTNVL,-76.771944,39.275833,133.000000
DRAGON_BLTIM,-76.651066,39.263145,17.000000
DRAGON_CLKSV,-76.924700,39.191100,140.000000
DRAGON_ELLCT,-76.861603,39.266100,128.000000
Minqin,102.959000,38.607000,1373.000000
DRAGON_CLRST,-76.944450,39.205410,140.000000
Phu_Lien,106.631970,20.808540,71.000000
Zouerate-Fennec,-12.483333,22.750000,343.000000
Gloria,29.359670,44.599970,30.000000
Steamboat_Springs,-106.816990,40.463760,2070.000000
Bari_University,16.883983,41.108327,12.000000
NEON-Boulder,-105.268210,40.007870,1641.000000
Oujda,-1.898500,34.653167,620.000000
Timisoara,21.227360,45.746260,122.000000
Gainesville_Airport,-82.261000,29.695833,37.000000
Ordway-Swisher,-81.988106,29.697970,44.000000
Rio_de_Janeiro_UFRJ,-43.233806,-22.857306,88.000000
Yeomsan-Myeon,126.303012,35.236660,20.000000
NGHIA_DO,105.799640,21.047780,40.000000
Bambey-ISRA,-16.476733,14.708567,30.000000
Bordj_Badji_Mokhtar,0.920000,21.380000,420.000000
Vientiane,102.569642,17.992280,170.000000
San_Nicolas_Vandal,-119.536711,33.262214,194.000000
CASLEO,-69.306111,-31.799167,2552.000000
Manaus_EMBRAPA,-59.969778,-2.890528,115.000000
USC_SEAPRISM,-118.117820,33.563710,31.000000
Tabernas_PSA-DLR,-2.358180,37.090760,500.000000
Yonsei_University,126.934867,37.564370,88.000000
Georgia_Tech,-84.399537,33.780202,294.000000
Xinzheng,113.717000,34.383000,117.000000
Gageocho_Station,124.592912,33.941991,26.000000
Calern_OCA,6.926844,43.748856,1270.000000
Pretoria_CSIR-DPSS,28.279722,-25.756611,1449.000000
DRAGON_Padonia,-76.631669,39.462036,120.000000
DRAGON_Essex,-76.474486,39.310943,12.000000
DRAGON_Edgewood,-76.296352,39.409834,8.000000
DRAGON_Aldino,-76.203932,39.563433,127.000000
DRAGON_FairHill,-75.860059,39.701435,117.000000
DRAGON_Beltsville,-76.877491,39.054091,53.000000
DRAGON_PATUX,-76.709380,38.827168,26.000000
DRAGON_UMRLB,-76.814106,38.891262,44.000000
DRAGON_BLTNR,-76.618600,39.215600,50.000000
DRAGON_SHADY,-76.506108,38.840658,3.000000
DRAGON_ARNLS,-76.512926,39.058488,12.000000
DRAGON_WSTFD,-76.946248,39.301577,173.000000
DRAGON_ABERD,-76.165230,39.515103,37.000000
DRAGON_MLRVL,-76.606930,39.065027,25.000000
DRAGON_BLLRT,-76.578242,39.389385,127.000000
DRAGON_BTMDL,-76.441601,39.238826,5.000000
DRAGON_CPSDN,-76.462915,39.110656,24.000000
DRAGON_BLDND,-76.519504,39.258315,11.000000
DRAGON_ONNGS,-76.819120,39.387756,177.000000
DRAGON_BLTCC,-76.688429,39.362201,120.000000
DRAGON_MNKTN,-76.652318,39.572926,182.000000
DRAGON_FLLST,-76.413318,39.522366,151.000000
DRAGON_BATMR,-76.475550,39.398913,65.000000
DRAGON_EDCMS,-76.560012,38.922218,13.000000
DRAGON_ANNAS,-76.489498,38.975248,10.000000
Tomsk_22,84.074000,56.417000,80.000000
Muztagh_Ata,75.038764,38.408222,3674.000000
Montsec,0.729689,42.051417,1574.000000
Jomsom,83.714200,28.778214,2803.000000
Farmington_RSVP,-108.479991,36.797383,1641.000000
Kuching,110.348611,1.490556,28.000000
DRAGON_WileyFord,-78.773648,39.610446,217.000000
DRAGON_Bainbridge,-76.074122,39.606044,129.000000
DRAGON_PineyOrchard,-76.719202,39.060781,59.000000
DRAGON_KentIsland,-76.307864,38.979300,4.000000
ARM_Nainital,79.458270,29.358830,1943.000000
AZ_border_station,-114.700000,32.487000,49.000000
DRAGON_BelAir,-76.263098,39.500014,52.000000
DRAGON_Pasadena,-76.455440,39.111638,17.000000
DRAGON_Pylesville,-76.405349,39.675150,158.000000
DRAGON_EaglePoint,-76.270000,39.397778,4.000000
DRAGON_Worton,-76.091633,39.285436,24.000000
Bolzano,11.330000,46.456900,262.000000
Marbella_San_Pedro,-4.993439,36.486309,100.000000
Edinburgh,-3.179150,55.923967,97.500000
Bari_Waterfront,16.893400,41.116800,50.000000
Loskop_Dam,29.351624,-25.407575,1025.000000
Tuz_Golu_2,33.449000,38.837000,917.000000
Key_Biscayne2,-80.163330,25.731966,0.000000
Palma_de_Mallorca,2.625100,39.553300,10.000000
Masdar_Institute,54.616600,24.441600,4.000000
ARM_Gan_Island,73.149896,-0.690597,1.000000
Litang,100.261850,29.976300,3930.000000
Magurele_Inoe,26.030703,44.348292,90.000000
Grand_Forks,-97.325450,47.911750,268.000000
UNC-Bogota,-74.080800,4.636933,2594.000000
USM_Penang,100.302310,5.358380,51.000000
NEON17-SJER,-119.722136,37.090419,320.300000
NhaTrang,109.205556,12.204722,20.000000
Henties_Bay,14.259740,-22.095060,20.000000
Chiba_University,140.103800,35.624700,60.000000
Calhau,-24.867222,16.863889,40.000000
DRAGON_Fukue,128.682000,32.752000,80.000000
DRAGON_Fukuoka,130.475000,33.524000,30.000000
DRAGON_Matsue,133.010000,35.480000,10.000000
DRAGON_Nishiharima,134.336000,35.026000,420.000000
DRAGON_Mt_Rokko,135.230000,34.757000,760.000000
DRAGON_Mt_Ikoma,135.678667,34.679800,600.000000
DRAGON_Kobe,135.291000,34.720000,20.000000
DRAGON_Osaka-North,135.510000,34.774000,50.000000
DRAGON_Osaka-South,135.503867,34.543500,30.000000
DRAGON_Nara,135.828000,34.688000,80.000000
DRAGON_Kyoto,135.781000,35.026000,60.000000
DRAGON_Tsukuba,140.120278,36.050556,30.000000
Sandia_NM_PSEL,-106.540069,35.054583,1662.500000
Fresno_2,-119.773020,36.785370,100.000000
Bure_OPE,5.505000,48.562500,393.000000
Kandahar_AF,65.850136,31.502661,1005.000000
DRAGON_Fukue_2,128.817000,32.672000,50.000000
DRAGON_Fukue_3,128.745000,32.600000,10.000000
DRAGON_Kunsan_NU,126.683008,35.941072,32.000000
DRAGON_Hankuk_UFS,127.265820,37.338830,167.000000
DRAGON_Pusan_NU,129.083000,35.235000,71.000000
DRAGON_Kongju_NU,127.140023,36.470623,73.000000
DRAGON_Kyungil_Univ,128.823610,36.071667,122.000000
DRAGON_GangneungWNU,128.867000,37.771000,60.000000
DRAGON_Mokpo_NU,126.437360,34.913420,26.000000
DRAGON_Korea_Univ,127.025070,37.585140,65.400000
DRAGON_Kohriyama,140.382900,37.361042,230.000000
Univ_of_Nevada-Reno,-119.814033,39.540867,1410.000000
Coruna,-8.420800,43.363000,67.000000
CEILAP-Bariloche,-71.163333,-41.146944,840.000000
Hada_El-Sham,39.728900,21.802000,254.000000
Hong_Kong_Sheung,114.116600,22.483300,40.000000
UPRM_Lidar_Lab,-67.140125,18.210131,10.000000
Cairo_EMA_2,31.290067,30.080767,70.000000
Ouarzazate,-6.912867,30.928367,1136.000000
NEON_CVALLA,-105.167250,40.160630,1539.000000
Horsepool,-109.468000,40.144000,1545.000000
DRAGON_Sinjeong,126.858630,37.523410,27.100000
DRAGON_Soha,126.884700,37.452130,48.000000
DRAGON_Bokjeong,127.131230,37.456990,61.200000
DRAGON_Sanggye,127.068450,37.658850,35.000000
DRAGON_Guwol,126.724030,37.449670,38.500000
Luang_Namtha,101.416200,20.931100,557.000000
KAUST_Campus,39.102833,22.304833,11.200000
Son_La,103.905340,21.332130,683.000000
GOT_Seaprism,101.412300,9.286200,10.000000
DRAGON_Anmyeon,126.330020,36.538630,58.600000
DRAGON_NIER,126.639710,37.568930,26.900000
DRAGON_Konkuk_Univ,127.079774,37.542050,40.000000
DRAGON_Osaka_Center,135.530894,34.668477,30.000000
Tai_Ping,114.362000,10.375500,4.000000
Madrid,-3.723950,40.451900,680.000000
Bayfordbury,-0.096240,51.776320,75.000000
Tizi_Ouzou,4.055833,36.698611,133.000000
Iasi_LOASL,27.555556,47.193056,175.000000
U_of_Wisconsin_SSEC,-89.411354,43.072492,330.000000
Kyiv-AO,30.498000,50.452300,200.000000
Bhola,90.750000,22.166667,3.000000
ARM_Barnstable_MA,-70.290061,41.669589,15.000000
Tahir,100.196700,5.411000,37.000000
Jambi,103.641563,-1.632445,30.000000
DRAGON_Garland,-119.773020,36.785370,100.000000
Pontianak,109.190860,0.075380,2.000000
El_Nido_Airport,119.413500,11.205100,4.000000
NEON_GrandJunction,-108.535500,39.127100,1470.000000
NEON_Ivanpah,-115.381780,35.550655,796.000000
Zaragoza,-0.882350,41.633400,250.000000
Gorongosa,34.350750,-18.978417,30.000000
Las_Galletas,-16.654500,28.015200,20.000000
Dhaka_University,90.398190,23.728390,34.000000
Lake_Lefroy,121.705000,-31.255000,300.000000
FZJ-JOYCE,6.412500,50.908333,108.000000
DRAGON_Permatang_DL,100.271253,5.277875,13.000000
DRAGON_PayaTerubong,100.275847,5.375964,30.000000
DRAGON_Georgetown,100.329481,5.413869,15.000000
DRAGON_Pantai_Aceh,100.196739,5.411367,35.000000
DRAGON_USM_Research,100.200075,5.467486,15.000000
DRAGON_KampungBharu,100.463158,5.341589,10.000000
DRAGON_Bukit_Tengah,100.432603,5.342450,5.000000
Badajoz,-7.010820,38.882808,186.000000
Gangneung_WNU,128.867000,37.771000,60.000000
Kyungil_University,128.823610,36.071667,122.000000
Hankuk_UFS,127.265820,37.338830,167.000000
Osaka-North,135.510000,34.774000,50.000000
Korea_University,127.025070,37.585140,65.400000
Kobe,135.291000,34.720000,20.000000
Fukue,128.682000,32.752000,80.000000
Fukuoka,130.475000,33.524000,30.000000
Nara,135.828000,34.688000,80.000000
Pusan_NU,129.083000,35.235000,71.000000
Jakarta,106.841687,-6.155695,10.000000
DRAGON_Yishun_ITE,103.844876,1.434638,2.000000
DRAGON_Pandan_Resrv,103.742362,1.318808,2.000000
DRAGON_Temasek_Poly,103.930621,1.344821,10.000000
DRAGON_MEWR_Central,103.836486,1.310906,50.000000
DRAGON_St_Johns_Is,103.849615,1.217950,15.000000
San_Giuliano,9.519167,42.285556,10.000000
ARM_Highlands_MA,-70.049317,42.030478,47.853600
Cerro_Poyos,-3.486660,37.108330,1830.000000
DRAGON_Jalan_ChainF,100.381339,5.400542,8.000000
DRAGON_Pondok_Upeh,100.226610,5.333250,16.000000
Montesoro_Bastia,9.435050,42.671983,49.900000
Valladolid,-4.705830,41.663600,705.000000
Palangkaraya,113.946240,-2.227990,27.000000
Dunhuang_LZU,94.955030,40.492370,1061.000000
Matanuska,-147.748667,61.776883,560.000000
DRAGON_UiTM,100.416310,5.383130,7.000000
Yevpatoria,33.142200,45.214700,0.000000
Medellin,-75.577914,6.260672,1471.000000
NEON_HighParkFire,-105.335581,40.624173,2483.000000
NEON_HarvardForest,-72.189899,42.533074,338.000000
Porto_Velho_UNIR,-63.939983,-8.837083,94.000000
Alboran,-3.036667,35.945000,15.000000
Murcia,-1.170700,38.001000,69.000000
Wuhan_City,114.354597,30.528294,50.111000
Ciutadella_Menorca,3.836864,39.985279,24.000000
Barranco,37.327850,-3.095750,3969.000000
Kilimanjaro_Base,37.348100,-3.060950,5750.000000
Kilimanjaro_Top,37.346500,-3.059200,5803.000000
DRAGON_Gwangju_GIST,126.843139,35.228278,52.000000
DRAGON_Bakersfield,-119.000008,35.331506,50.000000
DRAGON_Shafter,-119.272500,35.503610,86.000000
DRAGON_Clovis,-119.716390,36.819310,90.000000
DRAGON_Corcoran,-119.565830,36.102220,25.000000
DRAGON_Drummond,-119.741390,36.705560,90.000000
DRAGON_Hanford,-119.643230,36.315720,50.000000
DRAGON_Madera_City,-120.034418,36.953162,78.000000
DRAGON_Parlier,-119.503690,36.597440,104.000000
DRAGON_Tranquility,-120.382340,36.634340,43.000000
UH_Coastal_Center,-95.042500,29.388300,5.000000
Donetsk,37.809444,48.020833,300.000000
Yen_Bai,104.868940,21.704950,53.000000
SmithsonianAO,-110.967000,31.667000,2343.600000
Kathmandu-Bode,85.390000,27.680000,1360.000000
DRAGON_Porterville,-119.055050,36.031790,136.000000
DRAGON_Visalia,-119.393010,36.314110,89.000000
DRAGON_Huron,-120.105450,36.206150,113.000000
DRAGON_Arvin,-118.787810,35.237959,158.000000
Doi_Ang_Khang,99.045400,19.932450,1536.000000
Beijing-CAMS,116.316670,39.933330,106.000000
Mt_WLG,100.895830,36.283330,3816.000000
Lumbini,83.280000,27.490000,110.000000
MetObs_Lindenberg,14.120870,52.209275,120.000000
Gozo,14.264694,36.034139,111.000000
Ben_Salem,9.914003,35.550550,130.000000
Heng-Chun,120.699500,22.054742,25.000000
HOPE-Krauthausen,6.414500,50.879600,100.000000
HOPE-Hambach,6.463900,50.897200,110.000000
HOPE-Inselhombroich,6.643600,51.151400,70.000000
HOPE-RWTH-Aachen,6.060600,50.777700,230.000000
CENER,-1.602187,42.816424,471.000000
HohenpeissenbergDWD,11.011900,47.801900,989.680000
SEARCH-Centreville2,-87.249680,32.902890,126.000000
Outlying_Field,-87.375310,30.549970,44.000000
Red_Lake,-114.051000,35.684000,843.000000
Fowlers_Gap,141.700820,-31.086300,181.000000
Santa_Monica_Colg,-118.471130,34.016850,55.000000
Beijing_RADI,116.378600,40.004800,59.000000
DRAGON_Conroe,-95.425000,30.350278,72.000000
DRAGON_NW_Harris_CO,-95.673889,30.039444,51.000000
DRAGON_Aldine,-95.326125,29.901037,20.000000
DRAGON_West_Houston,-95.656944,29.833056,34.000000
DRAGON_UH_W_Liberty,-94.978100,30.058300,24.000000
DRAGON_Clinton,-95.257500,29.733611,10.000000
DRAGON_UH_Sugarland,-95.652000,29.574100,22.000000
DRAGON_Channel_View,-95.125556,29.802500,10.000000
DRAGON_Deer_Park,-95.128485,29.670046,10.000000
DRAGON_SeabrookPark,-95.015544,29.583047,4.000000
DRAGON_ManvelCroix,-95.392522,29.520427,19.000000
DRAGON_Galveston,-94.861289,29.254474,1.000000
DRAGON_Smith_Point,-94.786969,29.546244,1.000000
SEARCH-Centreville,-87.249680,32.902890,126.000000
SEARCH-Yorkville,-85.045550,33.928330,394.000000
SEARCH-OLF,-87.375310,30.549970,44.000000
Baghdad,44.428831,33.291903,40.000000
Galata_Platform,28.193190,43.044624,31.000000
Dolly_Sods,-79.430000,39.110000,1182.000000
Boyd_County_MS,-82.700033,38.427461,207.000000
IMPROVE-MammothCave,-86.147900,37.131800,235.000000
St_Louis_University,-90.231552,38.636342,159.000000
Mingo,-90.143200,36.971700,111.000000
Upper_Buffalo,-93.203000,35.825800,722.000000
Cape_Romain,-79.657200,32.941000,4.000000
EPA-Res_Triangle_Pk,-78.870000,35.880000,109.000000
Barbados_SALTRACE,-59.624839,13.148513,110.000000
Itajuba,-45.452389,-22.413250,856.000000
Caldwell_Parish_HS,-92.096277,32.060303,50.000000
SP_Bayboro,-82.633000,27.761550,5.000000
Leland_HS,-90.892850,33.402128,37.000000
Cap_d_En_Font,4.208167,39.825722,10.000000
Tunis_Carthage,10.199781,36.838719,10.000000
ASPET,0.795000,43.025000,500.000000
Narsarsuaq,-45.419379,61.155952,75.000000
Cagliari,9.052333,39.281000,10.000000
Yushan,120.951739,23.489303,3844.000000
Carloforte,8.309875,39.139908,15.000000
Exeter_MO,-3.475167,50.728519,40.000000
Tallahassee,-84.299350,30.445833,49.000000
ORS_Hermosillo,-111.145556,29.027500,154.000000
CEILAP-Comodoro,-67.462875,-45.792153,49.000000
Fort_McKay,-111.640000,57.183500,267.000000
Mon_Pin,99.045000,19.933000,1517.000000
