,Facility Name,orispl_code,Gross Load (MW-h),EPA Region,latitude,longitude,State,County,timezone,time_offset
1342,Spencer,4266,31697.0,6,33.1978,-97.1067,TX,Denton,America/Chicago,6.0
1343,Stryker Creek,3504,260887.25,6,31.9381,-94.9883,TX,Cherokee,America/Chicago,6.0
1344,Sweeny Cogeneration Facility,55015,3613881.44,6,29.0728,-95.745,TX,Brazoria,America/Chicago,6.0
1345,Sweetwater Generating Plant,50615,,6,32.4925,-100.3628,TX,Nolan,America/Chicago,6.0
1346,T C Ferguson Power Plant,4937,274363.27,6,30.558000000000003,-98.3705,TX,Llano,America/Chicago,6.0
1347,T H Wharton,3469,406452.1,6,29.9414,-95.5333,TX,Harris,America/Chicago,6.0
1348,Tenaska Frontier Generating Station,55062,5054193.28,6,30.5924,-95.9178,TX,Grimes,America/Chicago,6.0
1349,Tenaska Gateway Generating Station,55132,4261219.3,6,32.0164,-94.6189,TX,Rusk,America/Chicago,6.0
1350,Texas City Cogeneration,52088,1289703.96,6,29.3787,-94.944,TX,Galveston,America/Chicago,6.0
1351,Tolk Station,6194,7966833.77,6,34.1847,-102.5686,TX,Lamb,America/Chicago,6.0
1352,Tradinghouse,3506,,6,31.5733,-96.9642,TX,McLennan,America/Chicago,6.0
1353,Trinidad,3507,56881.94,6,32.1264,-96.1014,TX,Henderson,America/Chicago,6.0
1354,Twin Oaks,7030,1742563.04,6,31.0932,-96.6965,TX,Robertson,America/Chicago,6.0
1355,V H Braunig,3612,2013867.75,6,29.2575,-98.3828,TX,Bexar,America/Chicago,6.0
1356,Valley (TXU),3508,,6,33.6281,-96.3678,TX,Fannin,America/Chicago,6.0
1357,Victoria Power Station,3443,721316.59,6,28.7883,-97.01,TX,Victoria,America/Chicago,6.0
1358,W A Parish,3470,15412135.86,6,29.4783,-95.6358,TX,Fort Bend,America/Chicago,6.0
1359,Welsh Power Plant,6139,10774971.94,6,33.0583,-94.844,TX,Titus,America/Chicago,6.0
1360,Wilkes Power Plant,3478,1281343.11,6,32.8486,-94.5469,TX,Marion,America/Chicago,6.0
1361,Winchester Power Park,56674,47492.49,6,30.0253,-96.9945,TX,Fayette,America/Chicago,6.0
1362,"Wise County Power Company, LLC",55320,4141177.54,6,33.0583,-97.9103,TX,Wise,America/Chicago,6.0
1363,Wolf Hollow Generating Station,55139,1746280.71,6,32.3347,-97.7344,TX,Hood,America/Chicago,6.0
1364,Bonanza,7790,3259179.75,8,40.0864,-109.2844,UT,Uintah,America/Denver,7.0
1365,Carbon,3644,1380198.06,8,39.7272,-110.8644,UT,Carbon,America/Denver,7.0
1366,Currant Creek Power Project,56102,2190781.67,8,39.8223,-111.89399999999999,UT,Juab,America/Denver,7.0
1367,Gadsby,3648,249811.67,8,40.7686,-111.9289,UT,Salt Lake,America/Denver,7.0
1368,Hunter,6165,9809595.55,8,39.1747,-111.0289,UT,Emery,America/Denver,7.0
1369,Huntington,8069,7165814.14,8,39.3792,-111.0781,UT,Emery,America/Denver,7.0
1370,Intermountain,6481,10454727.75,8,39.5035,-112.5811,UT,Millard,America/Denver,7.0
1371,Lake Side Power Plant,56237,2969405.77,8,40.3311,-111.7547,UT,Utah,America/Denver,7.0
1372,Millcreek Power,56253,97866.08,8,37.1124,-113.5155,UT,Washington,America/Denver,7.0
1373,Nebo Power Station,56177,440943.07,8,40.0614,-111.7294,UT,Utah,America/Denver,7.0
1374,West Valley Power Plant,55622,287181.24,8,40.6663,-112.031,UT,Salt Lake,America/Denver,7.0
1375,Altavista Power Station,10773,,3,37.1183,-79.2726,VA,Campbell,America/New_York,5.0
1376,Bear Garden Generating Station,56807,4177190.18,3,37.6961,-78.2848,VA,Buckingham,America/New_York,5.0
1377,Bellemeade Power Station,50966,1208479.53,3,37.4964,-77.4319,VA,Richmond (City),America/New_York,5.0
1378,Birchwood Power Facility,54304,447864.21,3,38.2667,-77.3147,VA,King George,America/New_York,5.0
1379,Bremo Power Station,3796,383407.36,3,37.7089,-78.2878,VA,Fluvanna,America/New_York,5.0
1380,Buchanan Units 1 & 2,55738,21430.98,3,37.1753,-81.9617,VA,Buchanan,America/New_York,5.0
1381,Celanese Acetate LLC,52089,,3,37.3451,-80.764,VA,Giles,America/New_York,5.0
1382,Chesapeake Energy Center,3803,1486785.83,3,36.7711,-76.3019,VA,Chesapeake (City),America/New_York,5.0
1383,Chesterfield Power Station,3797,6689348.55,3,37.3822,-77.3833,VA,Chesterfield,America/New_York,5.0
1384,City Point Energy Center,10377,,3,37.2939,-77.2697,VA,Hopewell (City),America/New_York,5.0
1385,Clinch River,3775,896618.42,3,36.9333,-82.1997,VA,Russell,America/New_York,5.0
1386,Clover Power Station,7213,4769393.08,3,36.8692,-78.7046,VA,Halifax,America/New_York,5.0
1387,Commonwealth Chesapeake,55381,80893.75,3,37.9892,-75.54,VA,Accomack,America/New_York,5.0
1388,Darbytown Combustion Turbine,7212,108450.83,3,37.4978,-77.368,VA,Henrico,America/New_York,5.0
1389,Doswell Limited Partnership,52019,3512299.2,3,37.8181,-77.4478,VA,Hanover,America/New_York,5.0
1390,Elizabeth River Combustion Turbine Sta,52087,120502.15,3,36.7743,-76.3119,VA,Chesapeake (City),America/New_York,5.0
1391,"GP Big Island, LLC",50479,,3,37.534,-79.357,VA,Bedford,America/New_York,5.0
1392,Glen Lyn,3776,82143.7,3,37.3704,-80.8639,VA,Giles,America/New_York,5.0
1393,Gordonsville Power Station,54844,1318604.67,3,38.1245,-78.2031,VA,Louisa,America/New_York,5.0
1394,Gravel Neck Combustion Turbine,7032,68610.65,3,37.1575,-76.6911,VA,Surry,America/New_York,5.0
1395,Hopewell Cogeneration Facility,10633,1005543.75,3,37.2914,-77.2821,VA,Hopewell (City),America/New_York,5.0
1396,Hopewell Power Station,10771,,3,37.2969,-77.2833,VA,Hopewell (City),America/New_York,5.0
1397,International Paper-Franklin Mill,52152,,3,36.6803,-76.9128,VA,Isle of Wight,America/New_York,5.0
1398,Ladysmith Combustion Turbine Sta,7839,584396.65,3,38.0725,-77.5141,VA,Caroline,America/New_York,5.0
1399,Louisa Generation Facility,7837,73295.48,3,38.1181,-78.2139,VA,Louisa,America/New_York,5.0
1400,Marsh Run Generation Facility,7836,116778.19,3,38.5283,-77.7681,VA,Fauquier,America/New_York,5.0
1401,"MeadWestvaco of Virginia, Covington",50900,,3,37.7997,-79.9946,VA,Alleghany,America/New_York,5.0
1402,Mecklenburg Power Station,52007,,3,36.6009,-78.53,VA,Mecklenburg,America/New_York,5.0
1403,Possum Point Power Station,3804,4294607.24,3,38.5367,-77.2806,VA,Prince William,America/New_York,5.0
1404,Potomac River,3788,360981.51,3,38.8203,-77.0411,VA,Alexandria (City),America/New_York,5.0
1405,Remington Combustion Turbine Station,7838,299484.35,3,38.5447,-77.7707,VA,Fauquier,America/New_York,5.0
1406,RockTenn West Point Mill,10017,,3,37.5392,-76.8053,VA,King William,America/New_York,5.0
1407,Southampton Power Station,10774,,3,36.6525,-76.9953,VA,Southampton,America/New_York,5.0
1408,"Spruance Genco, LLC",54081,,3,37.4556,-77.4308,VA,Richmond (City),America/New_York,5.0
1409,Tasley Energy Center,3785,269.0,3,37.7061,-75.7031,VA,Accomack,America/New_York,5.0
1410,Tenaska Virginia Generating Station,55439,5344671.2,3,37.8667,-78.3813,VA,Fluvanna,America/New_York,5.0
1411,Virginia City Hybrid Energy Center,56808,,3,36.9161,-82.3381,VA,Wise,America/New_York,5.0
1412,Virginia Renewable Power-Portsmouth LLC,10071,,3,36.8703,-76.3519,VA,Portsmouth (City),America/New_York,5.0
1413,Wolf Hills Energy,55285,68244.0,3,36.6644,-82.1044,VA,Washington,America/New_York,5.0
1414,Yorktown Power Station,3809,817648.78,3,37.2144,-76.4611,VA,York,America/New_York,5.0
1415,Berlin 5,3734,,1,44.2498,-72.6035,VT,Washington,America/New_York,5.0
1416,J C McNeil,589,257172.5,1,44.4917,-73.2081,VT,Chittenden,America/New_York,5.0
1417,Penny Lane Gas Turbine ,3754,,1,44.4817,-73.2241,VT,Chittenden,America/New_York,5.0
1418,Centralia,3845,3996516.19,10,46.7559,-122.8578,WA,Lewis,America/Los_Angeles,8.0
1419,Chehalis Generation Facility,55662,900718.11,10,46.6226,-122.9145,WA,Lewis,America/Los_Angeles,8.0
1420,Encogen Generating Station,7870,80583.44,10,48.746,-122.486,WA,Whatcom,America/Los_Angeles,8.0
1421,Ferndale Generating Station,54537,21502.41,10,48.8283,-122.6853,WA,Whatcom,America/Los_Angeles,8.0
1422,Frederickson Power LP,55818,357994.28,10,47.0864,-122.3644,WA,Pierce,America/Los_Angeles,8.0
1423,Fredonia Generating Station,607,26512.52,10,48.4553,-122.435,WA,Skagit,America/Los_Angeles,8.0
1424,Goldendale Generating Station,55482,905495.34,10,45.8114,-120.833,WA,Klickitat,America/Los_Angeles,8.0
1425,Grays Harbor Energy Center,7999,161002.46,10,46.9688,-123.48,WA,Grays Harbor,America/Los_Angeles,8.0
1426,Mint Farm Generating Station,55700,1133099.45,10,46.1403,-122.9842,WA,Cowlitz,America/Los_Angeles,8.0
1427,River Road,7605,864414.59,10,45.65,-122.7231,WA,Clark,America/Los_Angeles,8.0
1428,Sumas Generating Station,54476,159345.78,10,48.9905,-122.2733,WA,Whatcom,America/Los_Angeles,8.0
1429,Alma,4140,85248.23,5,44.3085,-91.9106,WI,Buffalo,America/Chicago,6.0
1430,"Appleton Coated, LLC",55558,10971.83,5,44.2717,-88.3011,WI,Outagamie,America/Chicago,6.0
1431,Bay Front,3982,202765.91,5,46.5869,-90.9017,WI,Ashland,America/Chicago,6.0
1432,Blount Street,3992,57399.69,5,43.0792,-89.3739,WI,Dane,America/Chicago,6.0
1433,Columbia,8023,7756308.88,5,43.4864,-89.4203,WI,Columbia,America/Chicago,6.0
1434,Concord,7159,83488.96,5,43.1669,-88.69,WI,Jefferson,America/Chicago,6.0
1435,"DTE Stoneman, LLC",4146,301410.99,5,42.7083,-90.9853,WI,Grant,America/Chicago,6.0
1436,Depere Energy Center,55029,41444.27,5,44.4489,-88.0731,WI,Brown,America/Chicago,6.0
1437,Edgewater (4050),4050,3833509.1,5,43.715,-87.7094,WI,Sheboygan,America/Chicago,6.0
1438,Elk Mound Generating Station,7863,26365.21,5,44.9019,-91.5678,WI,Chippewa,America/Chicago,6.0
1439,Elm Road Generating Station,56068,2241865.26,5,42.8445,-87.829,WI,Milwaukee,America/Chicago,6.0
1440,Fitchburg Generating Station,3991,4123.48,5,43.0149,-89.4603,WI,Dane,America/Chicago,6.0
1441,Fox Energy Center,56031,2772263.94,5,44.3204,-88.2089,WI,Outagamie,America/Chicago,6.0
1442,French Island,4005,3195.68,5,43.8298,-91.26,WI,La Crosse,America/Chicago,6.0
1443,Genoa,4143,982143.66,5,43.5592,-91.2333,WI,Vernon,America/Chicago,6.0
1444,Germantown Power Plant,6253,22437.18,5,43.1952,-88.1496,WI,Washington,America/Chicago,6.0
1445,Island Street Peaking Plant,55836,1890.99,5,44.2761,-88.2656,WI,Outagamie,America/Chicago,6.0
1446,J P Madgett,4271,2103104.21,5,44.3026,-91.9126,WI,Buffalo,America/Chicago,6.0
1447,Manitowoc,4125,,5,44.082,-87.6558,WI,Manitowoc,America/Chicago,6.0
1448,Marshfield Utilities Combustion Turbine,56480,5831.84,5,44.635,-90.135,WI,Wood,America/Chicago,6.0
1449,Neenah Energy Facility,55135,108438.5,5,44.1934,-88.5055,WI,Winnebago,America/Chicago,6.0
1450,Nelson Dewey,4054,940019.08,5,42.7225,-91.0085,WI,Grant,America/Chicago,6.0
1451,Paris,7270,127637.65,5,42.6658,-88.0131,WI,Kenosha,America/Chicago,6.0
1452,Pleasant Prairie,6170,5940604.01,5,42.5381,-87.9033,WI,Kenosha,America/Chicago,6.0
1453,Port Washington Generating Station,4040,5073544.48,5,43.3842,-87.8689,WI,Ozaukee,America/Chicago,6.0
1454,Pulliam,4072,664625.88,5,44.5397,-88.0083,WI,Brown,America/Chicago,6.0
1455,Riverside Energy Center,55641,1228083.26,5,42.5835,-89.0351,WI,Rock,America/Chicago,6.0
1456,Rock River,4057,4857.43,5,42.5831,-89.0292,WI,Rock,America/Chicago,6.0
1457,Rockgen Energy Center,55391,268498.81,5,42.9767,-89.0492,WI,Dane,America/Chicago,6.0
1458,Sheboygan Falls Energy Facility,56166,91566.3,5,43.7519,-87.8783,WI,Sheboygan,America/Chicago,6.0
1459,Sheepskin,4059,2015.54,5,42.8347,-89.1108,WI,Rock,America/Chicago,6.0
1460,South Fond Du Lac,7203,19132.26,5,43.7353,-88.4968,WI,Fond du Lac,America/Chicago,6.0
1461,South Oak Creek,4041,4371893.22,5,42.8457,-87.8294,WI,Milwaukee,America/Chicago,6.0
1462,Valley (WEPCO),4042,,5,43.0303,-87.9233,WI,Milwaukee,America/Chicago,6.0
1463,West Marinette,4076,59968.4,5,45.0869,-87.6881,WI,Marinette,America/Chicago,6.0
1464,Weston,4078,5377426.24,5,44.8606,-89.6553,WI,Marathon,America/Chicago,6.0
1465,Wheaton Generating Plant,4014,77001.29,5,44.8864,-91.5158,WI,Chippewa,America/Chicago,6.0
1466,Whitewater Cogeneration Facility,55011,1145104.25,5,42.8543,-88.7297,WI,Jefferson,America/Chicago,6.0
1467,Albright Power Station,3942,194882.54,3,39.4883,-79.6367,WV,Preston,America/New_York,5.0
1468,"ArcelorMittal Weirton,Inc.",54344,,3,40.422,-80.5955,WV,Hancock,America/New_York,5.0
1469,Axiall Corporation Natrium Plant,50491,,3,39.7475,-80.8547,WV,Marshall,America/New_York,5.0
1470,Big Sandy Peaker Plant,55284,45231.0,3,38.3441,-82.5938,WV,Wayne,America/New_York,5.0
1471,Ceredo Generating Station,55276,31731.23,3,38.3681,-82.5339,WV,Wayne,America/New_York,5.0
1472,Chemours Belle Plant,10788,,3,38.2431,-81.556,WV,Kanawha,America/New_York,5.0
1473,Fort Martin Power Station,3943,5993892.29,3,39.7107,-79.9275,WV,Monongalia,America/New_York,5.0
1474,Grant Town Power Plant,10151,,3,39.5611,-80.1642,WV,Marion,America/New_York,5.0
1475,Harrison Power Station,3944,10889216.49,3,39.3844,-80.3325,WV,Harrison,America/New_York,5.0
1476,John E Amos,3935,14119179.67,3,38.4731,-81.8233,WV,Putnam,America/New_York,5.0
1477,Kammer,3947,1900408.36,3,39.8464,-80.8189,WV,Marshall,America/New_York,5.0
1478,Kanawha River,3936,1103762.36,3,38.2056,-81.4211,WV,Kanawha,America/New_York,5.0
1479,Longview Power,56671,4617513.37,3,39.7078,-79.9588,WV,Monongalia,America/New_York,5.0
1480,Mitchell (WV),3948,8190711.47,3,39.8297,-80.8153,WV,Marshall,America/New_York,5.0
1481,Morgantown Energy Facility,10743,,3,39.6397,-79.9606,WV,Monongalia,America/New_York,5.0
1482,Mount Storm Power Station,3954,9031681.54,3,39.2014,-79.2667,WV,Grant,America/New_York,5.0
1483,Mountaineer (1301),6264,9023750.56,3,38.9794,-81.9344,WV,Mason,America/New_York,5.0
1484,North Branch Power Station,7537,,3,39.2623,-79.3306,WV,Grant,America/New_York,5.0
1485,Phil Sporn,3938,1066434.12,3,38.9669,-81.9231,WV,Mason,America/New_York,5.0
1486,"Pleasants Energy, LLC",55349,78089.12,3,39.3328,-81.3639,WV,Pleasants,America/New_York,5.0
1487,Pleasants Power Station,6004,8770165.05,3,39.3668,-81.2944,WV,Pleasants,America/New_York,5.0
1488,Rivesville Power Station,3945,1804.63,3,39.5314,-80.113,WV,Marion,America/New_York,5.0
1489,UCC South Charleston Plant,50151,,3,38.3688,-81.6786,WV,Kanawha,America/New_York,5.0
1490,Union Carbide Corp. Institute Facility,880053,,3,38.3844,-81.7764,WV,Kanawha,America/New_York,5.0
1491,Willow Island Power Station,3946,19378.52,3,39.3672,-81.3006,WV,Pleasants,America/New_York,5.0
1492,Dave Johnston,4158,5360810.93,8,42.8378,-105.7769,WY,Converse,America/Denver,7.0
1493,Dry Fork Station,56609,3408938.65,8,44.3901,-105.4591,WY,Campbell,America/Denver,7.0
1494,Jim Bridger,8066,14541728.14,8,41.7378,-108.7875,WY,Sweetwater,America/Denver,7.0
1495,Laramie River,6204,11804593.63,8,42.1103,-104.8828,WY,Platte,America/Denver,7.0
1496,Naughton,4162,5444941.23,8,41.7572,-110.5986,WY,Lincoln,America/Denver,7.0
1497,Neil Simpson II,7504,656244.5,8,44.2853,-105.3841,WY,Campbell,America/Denver,7.0
1498,Neil Simpson II (CT2),55477,15556.6,8,44.2853,-105.3841,WY,Campbell,America/Denver,7.0
1499,Wygen I,55479,762024.9,8,44.2862,-105.3843,WY,Campbell,America/Denver,7.0
1500,Wygen II,56319,647517.27,8,44.2911,-105.3815,WY,Campbell,America/Denver,7.0
1501,Wygen III,56596,947192.99,8,44.2892,-105.3795,WY,Campbell,America/Denver,7.0
1502,Wyodak,6101,2845398.02,8,44.2886,-105.3847,WY,Campbell,America/Denver,7.0
